impact,forecast,currency,weekday,time,date,event
holiday,,CAD,Fri,All Day,2016-01-01,Bank Holiday
holiday,,CHF,Fri,All Day,2016-01-01,Bank Holiday
holiday,,EUR,Fri,All Day,2016-01-01,French Bank Holiday
holiday,,EUR,Fri,All Day,2016-01-01,German Bank Holiday
holiday,,EUR,Fri,All Day,2016-01-01,Italian Bank Holiday
holiday,,GBP,Fri,All Day,2016-01-01,Bank Holiday
holiday,,USD,Fri,All Day,2016-01-01,Bank Holiday
,,,Sat,,2016-01-02,
medium,,USD,Sun,1:15pm,2016-01-03,FOMC Member Fischer Speaks
low,,AUD,Sun,5:30pm,2016-01-03,AIG Manufacturing Index
medium,,USD,Sun,5:30pm,2016-01-03,FOMC Member Mester Speaks
low,52.5,JPY,Sun,8:35pm,2016-01-03,Final Manufacturing PMI
high,48.9,CNY,Sun,8:45pm,2016-01-03,Caixin Manufacturing PMI
holiday,,NZD,Sun,All Day,2016-01-03,Bank Holiday
high,49.1,USD,Mon,10:00am,2016-01-04,ISM Manufacturing PMI
low,0.7%,USD,Mon,10:00am,2016-01-04,Construction Spending m/m
low,36.5,USD,Mon,10:00am,2016-01-04,ISM Manufacturing Prices
low,,JPY,Mon,10:45pm,2016-01-04,10-y Bond Auction
low,,AUD,Mon,12:30am,2016-01-04,Commodity Prices y/y
medium,53.1,EUR,Mon,3:15am,2016-01-04,Spanish Manufacturing PMI
low,50.2,CHF,Mon,3:30am,2016-01-04,Manufacturing PMI
low,54.9,EUR,Mon,3:45am,2016-01-04,Italian Manufacturing PMI
low,51.6,EUR,Mon,3:50am,2016-01-04,French Final Manufacturing PMI
low,53.0,EUR,Mon,3:55am,2016-01-04,German Final Manufacturing PMI
low,53.1,EUR,Mon,4:00am,2016-01-04,Final Manufacturing PMI
high,52.8,GBP,Mon,4:30am,2016-01-04,Manufacturing PMI
medium,4.9B,GBP,Mon,4:30am,2016-01-04,Net Lending to Individuals m/m
low,0.5%,GBP,Mon,4:30am,2016-01-04,M4 Money Supply m/m
low,70K,GBP,Mon,4:30am,2016-01-04,Mortgage Approvals
low,33.2%,JPY,Mon,6:50pm,2016-01-04,Monetary Base y/y
low,,CAD,Mon,9:30am,2016-01-04,RBC Manufacturing PMI
low,51.1,USD,Mon,9:45am,2016-01-04,Final Manufacturing PMI
medium,0.2%,EUR,Mon,All Day,2016-01-04,German Prelim CPI m/m
medium,-52.6K,EUR,Tue,3:00am,2016-01-05,Spanish Unemployment Change
medium,-7K,EUR,Tue,3:55am,2016-01-05,German Unemployment Change
high,56.1,GBP,Tue,4:30am,2016-01-05,Construction PMI
medium,0.4%,EUR,Tue,5:00am,2016-01-05,CPI Flash Estimate y/y
medium,1.0%,EUR,Tue,5:00am,2016-01-05,Core CPI Flash Estimate y/y
low,0.1%,EUR,Tue,5:00am,2016-01-05,Italian Prelim CPI m/m
low,,AUD,Tue,5:30pm,2016-01-05,AIG Services Index
low,,GBP,Tue,5:33am,2016-01-05,10-y Bond Auction
low,,GBP,Tue,7:01pm,2016-01-05,BRC Shop Price Index y/y
medium,-2.3%,CAD,Tue,8:30am,2016-01-05,RMPI m/m
low,0.1%,CAD,Tue,8:30am,2016-01-05,IPPI m/m
medium,52.3,CNY,Tue,8:45pm,2016-01-05,Caixin Services PMI
high,,NZD,Tue,9:07am,2016-01-05,GDT Price Index
low,18.1M,USD,Tue,All Day,2016-01-05,Total Vehicle Sales
high,56.0,USD,Wed,10:00am,2016-01-06,ISM Non-Manufacturing PMI
medium,-0.2%,USD,Wed,10:00am,2016-01-06,Factory Orders m/m
medium,0.7M,USD,Wed,10:30am,2016-01-06,Crude Oil Inventories
low,,JPY,Wed,10:45pm,2016-01-06,30-y Bond Auction
high,,USD,Wed,2:00pm,2016-01-06,FOMC Meeting Minutes
low,56.9,EUR,Wed,3:15am,2016-01-06,Spanish Services PMI
low,53.8,EUR,Wed,3:45am,2016-01-06,Italian Services PMI
low,50.0,EUR,Wed,3:50am,2016-01-06,French Final Services PMI
low,55.4,EUR,Wed,3:55am,2016-01-06,German Final Services PMI
low,53.9,EUR,Wed,4:00am,2016-01-06,Final Services PMI
high,55.6,GBP,Wed,4:30am,2016-01-06,Services PMI
low,-0.2%,EUR,Wed,5:00am,2016-01-06,PPI m/m
high,-2.8%,AUD,Wed,7:30pm,2016-01-06,Building Approvals m/m
high,-2.98B,AUD,Wed,7:30pm,2016-01-06,Trade Balance
high,193K,USD,Wed,8:15am,2016-01-06,ADP Non-Farm Employment Change
high,-2.6B,CAD,Wed,8:30am,2016-01-06,Trade Balance
high,-44.0B,USD,Wed,8:30am,2016-01-06,Trade Balance
low,55.1,USD,Wed,9:45am,2016-01-06,Final Services PMI
holiday,,EUR,Wed,All Day,2016-01-06,Italian Bank Holiday
medium,56.7,CAD,Thu,10:00am,2016-01-07,Ivey PMI
low,-95B,USD,Thu,10:30am,2016-01-07,Natural Gas Storage
medium,0.1%,EUR,Thu,2:00am,2016-01-07,German Factory Orders m/m
medium,0.5%,EUR,Thu,2:00am,2016-01-07,German Retail Sales m/m
medium,,CHF,Thu,3:00am,2016-01-07,Foreign Currency Reserves
medium,0.5%,GBP,Thu,3:00am,2016-01-07,Halifax HPI m/m
low,11.5%,EUR,Thu,4:00am,2016-01-07,Italian Monthly Unemployment Rate
low,,EUR,Thu,4:10am,2016-01-07,Retail PMI
low,,EUR,Thu,4:59am,2016-01-07,French 10-y Bond Auction
medium,10.7%,EUR,Thu,5:00am,2016-01-07,Unemployment Rate
low,0.2%,EUR,Thu,5:00am,2016-01-07,Retail Sales m/m
low,,AUD,Thu,5:30pm,2016-01-07,AIG Construction Index
low,,JPY,Thu,7:00pm,2016-01-07,BOJ Summary of Opinions
low,,USD,Thu,7:30am,2016-01-07,Challenger Job Cuts y/y
high,0.4%,AUD,Thu,7:30pm,2016-01-07,Retail Sales m/m
high,,CAD,Thu,8:25am,2016-01-07,BOC Gov Poloz Speaks
high,271K,USD,Thu,8:30am,2016-01-07,Unemployment Claims
low,0.7%,JPY,Thu,8:30pm,2016-01-07,Average Cash Earnings y/y
low,0.0%,USD,Fri,10:00am,2016-01-08,Final Wholesale Inventories m/m
low,103.9%,JPY,Fri,12:00am,2016-01-08,Leading Indicators
low,3.4%,CHF,Fri,1:45am,2016-01-08,Unemployment Rate
low,0.4%,EUR,Fri,2:00am,2016-01-08,German Industrial Production m/m
low,20.1B,EUR,Fri,2:00am,2016-01-08,German Trade Balance
low,-0.2%,EUR,Fri,2:45am,2016-01-08,French Industrial Production m/m
low,-4.0B,EUR,Fri,2:45am,2016-01-08,French Trade Balance
low,18.7B,USD,Fri,3:00pm,2016-01-08,Consumer Credit m/m
low,-0.2%,CHF,Fri,3:15am,2016-01-08,CPI m/m
medium,-10.5B,GBP,Fri,4:30am,2016-01-08,Goods Trade Balance
high,10.4K,CAD,Fri,8:30am,2016-01-08,Employment Change
high,7.1%,CAD,Fri,8:30am,2016-01-08,Unemployment Rate
medium,-3.2%,CAD,Fri,8:30am,2016-01-08,Building Permits m/m
high,0.2%,USD,Fri,8:30am,2016-01-08,Average Hourly Earnings m/m
high,203K,USD,Fri,8:30am,2016-01-08,Non-Farm Employment Change
high,5.0%,USD,Fri,8:30am,2016-01-08,Unemployment Rate
high,1.7%,CNY,Fri,8:30pm,2016-01-08,CPI y/y
medium,-5.8%,CNY,Fri,8:30pm,2016-01-08,PPI y/y
,,,Sat,,2016-01-09,
low,,NZD,Sun,4:45pm,2016-01-10,Building Consents m/m
low,,AUD,Sun,7:30pm,2016-01-10,ANZ Job Advertisements m/m
holiday,,JPY,Sun,All Day,2016-01-10,Bank Holiday
medium,,CAD,Mon,10:30am,2016-01-11,BOC Business Outlook Survey
low,0.3%,CHF,Mon,3:15am,2016-01-11,Retail Sales y/y
low,11.5,EUR,Mon,4:30am,2016-01-11,Sentix Investor Confidence
medium,1.52T,JPY,Mon,6:50pm,2016-01-11,Current Account
low,,JPY,Mon,6:50pm,2016-01-11,Bank Lending y/y
low,,NZD,Mon,7:00pm,2016-01-11,ANZ Commodity Prices m/m
low,,GBP,Mon,7:01pm,2016-01-11,BRC Retail Sales Monitor y/y
low,202K,CAD,Mon,8:13am,2016-01-11,Housing Starts
low,,USD,Mon,9:59am,2016-01-11,Labor Market Conditions Index m/m
medium,5.41M,USD,Tue,10:00am,2016-01-12,JOLTS Job Openings
low,47.6,USD,Tue,10:00am,2016-01-12,IBD/TIPP Economic Optimism
low,42.3,JPY,Tue,12:00am,2016-01-12,Consumer Confidence
low,46.7,JPY,Tue,1:00am,2016-01-12,Economy Watchers Sentiment
high,0.1%,GBP,Tue,4:30am,2016-01-12,Manufacturing Production m/m
low,0.0%,GBP,Tue,4:30am,2016-01-12,Industrial Production m/m
high,,JPY,Tue,5:30am,2016-01-12,BOJ Gov Kuroda Speaks
medium,,USD,Tue,5:30am,2016-01-12,FOMC Member Fischer Speaks
low,95.4,USD,Tue,6:00am,2016-01-12,NFIB Small Business Index
low,3.4%,JPY,Tue,6:50pm,2016-01-12,M2 Money Stock y/y
high,339B,CNY,Tue,9:00pm,2016-01-12,Trade Balance
low,,USD,Tue,9:00pm,2016-01-12,President Obama Speaks
high,,GBP,Tue,9:15am,2016-01-12,BOE Gov Carney Speaks
low,,GBP,Tue,9:47am,2016-01-12,NIESR GDP Estimate
low,52.2B,CNY,Tue,9:56pm,2016-01-12,USD-Denominated Trade Balance
high,1.9M,USD,Wed,10:30am,2016-01-13,Crude Oil Inventories
low,,USD,Wed,1:03pm,2016-01-13,10-y Bond Auction
low,,USD,Wed,2:00pm,2016-01-13,Beige Book
low,-2.7B,USD,Wed,2:00pm,2016-01-13,Federal Budget Balance
low,0.1%,EUR,Wed,2:45am,2016-01-13,French Final CPI m/m
low,-0.2%,EUR,Wed,5:00am,2016-01-13,Industrial Production m/m
low,,EUR,Wed,5:34am,2016-01-13,German 10-y Bond Auction
low,-7.3%,JPY,Wed,6:50pm,2016-01-13,Core Machinery Orders m/m
low,-0.4%,JPY,Wed,6:50pm,2016-01-13,PPI y/y
high,-11.0K,AUD,Wed,7:30pm,2016-01-13,Employment Change
high,5.9%,AUD,Wed,7:30pm,2016-01-13,Unemployment Rate
medium,,CHF,Wed,8:00am,2016-01-13,Gov Board Member Zurbrugg Speaks
low,-152B,USD,Thu,10:30am,2016-01-14,Natural Gas Storage
low,,JPY,Thu,12:58am,2016-01-14,Prelim Machine Tool Orders y/y
low,,USD,Thu,1:01pm,2016-01-14,30-y Bond Auction
low,0.1%,EUR,Thu,2:00am,2016-01-14,German WPI m/m
low,0.3%,EUR,Thu,4:00am,2016-01-14,Italian Industrial Production m/m
low,,NZD,Thu,4:45pm,2016-01-14,FPI m/m
high,1-0-8,GBP,Thu,7:00am,2016-01-14,MPC Official Bank Rate Votes
high,,GBP,Thu,7:00am,2016-01-14,Monetary Policy Summary
high,0.50%,GBP,Thu,7:00am,2016-01-14,Official Bank Rate
medium,375B,GBP,Thu,7:00am,2016-01-14,Asset Purchase Facility
medium,0-0-9,GBP,Thu,7:00am,2016-01-14,MPC Asset Purchase Facility Votes
medium,,EUR,Thu,7:30am,2016-01-14,ECB Monetary Policy Meeting Accounts
medium,-0.4%,AUD,Thu,7:30pm,2016-01-14,Home Loans m/m
medium,0.2%,CAD,Thu,8:30am,2016-01-14,NHPI m/m
high,275K,USD,Thu,8:30am,2016-01-14,Unemployment Claims
medium,-1.4%,USD,Thu,8:30am,2016-01-14,Import Prices m/m
low,13.6%,CNY,Thu,9:00pm,2016-01-14,M2 Money Supply y/y
low,700B,CNY,Thu,9:00pm,2016-01-14,New Loans
medium,,USD,Thu,9:15am,2016-01-14,FOMC Member Bullard Speaks
medium,,EUR,Thu,All Day,2016-01-14,Eurogroup Meetings
high,92.7,USD,Fri,10:00am,2016-01-15,Prelim UoM Consumer Sentiment
low,0.0%,USD,Fri,10:00am,2016-01-15,Business Inventories m/m
low,,USD,Fri,10:00am,2016-01-15,Prelim UoM Inflation Expectations
low,,EUR,Fri,2:45am,2016-01-15,French Gov Budget Balance
medium,,GBP,Fri,4:30am,2016-01-15,BOE Credit Conditions Survey
low,0.5%,GBP,Fri,4:30am,2016-01-15,Construction Output m/m
low,21.1B,EUR,Fri,5:00am,2016-01-15,Trade Balance
high,0.2%,USD,Fri,8:30am,2016-01-15,Core Retail Sales m/m
high,-0.2%,USD,Fri,8:30am,2016-01-15,PPI m/m
high,-0.1%,USD,Fri,8:30am,2016-01-15,Retail Sales m/m
medium,0.1%,USD,Fri,8:30am,2016-01-15,Core PPI m/m
medium,-4.1,USD,Fri,8:30am,2016-01-15,Empire State Manufacturing Index
medium,,USD,Fri,9:00am,2016-01-15,FOMC Member Dudley Speaks
medium,76.8%,USD,Fri,9:15am,2016-01-15,Capacity Utilization Rate
medium,-0.2%,USD,Fri,9:15am,2016-01-15,Industrial Production m/m
low,,GBP,Fri,9:30am,2016-01-15,CB Leading Index m/m
medium,,EUR,Fri,All Day,2016-01-15,ECOFIN Meetings
,,,Sat,,2016-01-16,
low,1.4%,JPY,Sun,11:30pm,2016-01-17,Revised Industrial Production m/m
low,-0.6%,JPY,Sun,11:30pm,2016-01-17,Tertiary Industry Activity m/m
low,,AUD,Sun,6:30pm,2016-01-17,MI Inflation Gauge m/m
low,,GBP,Sun,7:01pm,2016-01-17,Rightmove HPI m/m
low,,AUD,Sun,7:30pm,2016-01-17,New Motor Vehicle Sales m/m
low,3.24B,EUR,Mon,4:00am,2016-01-18,Italian Trade Balance
high,,NZD,Mon,4:00pm,2016-01-18,NZIER Business Confidence
high,6.9%,CNY,Mon,9:00pm,2016-01-18,GDP q/y
high,6.0%,CNY,Mon,9:00pm,2016-01-18,Industrial Production y/y
medium,10.2%,CNY,Mon,9:00pm,2016-01-18,Fixed Asset Investment ytd/y
medium,,CNY,Mon,9:00pm,2016-01-18,NBS Press Conference
low,11.3%,CNY,Mon,9:00pm,2016-01-18,Retail Sales y/y
holiday,,USD,Mon,All Day,2016-01-18,Bank Holiday
low,61,USD,Tue,10:00am,2016-01-19,NAHB Housing Market Index
low,-0.1%,EUR,Tue,2:00am,2016-01-19,German Final CPI m/m
medium,0.2%,CHF,Tue,3:15am,2016-01-19,PPI m/m
low,19.3B,EUR,Tue,4:00am,2016-01-19,Current Account
low,24.3B,USD,Tue,4:00pm,2016-01-19,TIC Long-Term Purchases
high,0.1%,GBP,Tue,4:30am,2016-01-19,CPI y/y
medium,-1.4%,GBP,Tue,4:30am,2016-01-19,PPI Input m/m
medium,1.0%,GBP,Tue,4:30am,2016-01-19,RPI y/y
low,1.2%,GBP,Tue,4:30am,2016-01-19,Core CPI y/y
low,7.3%,GBP,Tue,4:30am,2016-01-19,ONS HPI y/y
low,-0.2%,GBP,Tue,4:30am,2016-01-19,PPI Output m/m
high,-0.2%,NZD,Tue,4:45pm,2016-01-19,CPI q/q
high,8.2,EUR,Tue,5:00am,2016-01-19,German ZEW Economic Sentiment
medium,0.2%,EUR,Tue,5:00am,2016-01-19,Final CPI y/y
medium,27.9,EUR,Tue,5:00am,2016-01-19,ZEW Economic Sentiment
low,0.9%,EUR,Tue,5:00am,2016-01-19,Final Core CPI y/y
medium,,AUD,Tue,6:30pm,2016-01-19,Westpac Consumer Sentiment
high,,GBP,Tue,7:00am,2016-01-19,BOE Gov Carney Speaks
medium,12.10B,CAD,Tue,8:30am,2016-01-19,Foreign Securities Purchases
high,,NZD,Tue,8:59am,2016-01-19,GDT Price Index
low,,CNY,Tue,9:00pm,2016-01-19,Foreign Direct Investment ytd/y
high,,CAD,Wed,10:00am,2016-01-20,BOC Monetary Policy Report
high,,CAD,Wed,10:00am,2016-01-20,BOC Rate Statement
high,0.25%,CAD,Wed,10:00am,2016-01-20,Overnight Rate
low,,AUD,Wed,10:30am,2016-01-20,CB Leading Index m/m
high,,CAD,Wed,11:15am,2016-01-20,BOC Press Conference
low,-0.7%,JPY,Wed,11:30pm,2016-01-20,All Industries Activity m/m
low,-0.3%,EUR,Wed,2:00am,2016-01-20,German PPI m/m
high,2.1%,GBP,Wed,4:30am,2016-01-20,Average Earnings Index 3m/y
high,4.1K,GBP,Wed,4:30am,2016-01-20,Claimant Count Change
medium,5.2%,GBP,Wed,4:30am,2016-01-20,Unemployment Rate
low,,NZD,Wed,4:30pm,2016-01-20,Business NZ Manufacturing Index
low,,CHF,Wed,5:00am,2016-01-20,Credit Suisse Economic Expectations
medium,,AUD,Wed,7:00pm,2016-01-20,MI Inflation Expectations
low,,AUD,Wed,7:00pm,2016-01-20,HIA New Home Sales m/m
low,50%,GBP,Wed,7:01pm,2016-01-20,RICS House Price Balance
high,0.5%,CAD,Wed,8:30am,2016-01-20,Manufacturing Sales m/m
medium,0.4%,CAD,Wed,8:30am,2016-01-20,Wholesale Sales m/m
high,1.20M,USD,Wed,8:30am,2016-01-20,Building Permits
high,0.0%,USD,Wed,8:30am,2016-01-20,CPI m/m
high,0.2%,USD,Wed,8:30am,2016-01-20,Core CPI m/m
medium,1.19M,USD,Wed,8:30am,2016-01-20,Housing Starts
medium,,ALL,Wed,Day 1,2016-01-20,WEF Annual Meetings
low,-6,EUR,Thu,10:00am,2016-01-21,Consumer Confidence
low,-180B,USD,Thu,10:30am,2016-01-21,Natural Gas Storage
high,3.3M,USD,Thu,11:00am,2016-01-21,Crude Oil Inventories
high,0.05%,EUR,Thu,7:45am,2016-01-21,Minimum Bid Rate
high,,EUR,Thu,8:30am,2016-01-21,ECB Press Conference
high,-5.8,USD,Thu,8:30am,2016-01-21,Philly Fed Manufacturing Index
high,279K,USD,Thu,8:30am,2016-01-21,Unemployment Claims
low,52.8,JPY,Thu,9:00pm,2016-01-21,Flash Manufacturing PMI
medium,,ALL,Thu,Day 2,2016-01-21,WEF Annual Meetings
medium,5.21M,USD,Fri,10:00am,2016-01-22,Existing Home Sales
low,-0.1%,USD,Fri,10:00am,2016-01-22,CB Leading Index m/m
high,,EUR,Fri,2:45am,2016-01-22,ECB President Draghi Speaks
high,51.6,EUR,Fri,3:00am,2016-01-22,French Flash Manufacturing PMI
medium,50.4,EUR,Fri,3:00am,2016-01-22,French Flash Services PMI
high,53.0,EUR,Fri,3:30am,2016-01-22,German Flash Manufacturing PMI
medium,55.6,EUR,Fri,3:30am,2016-01-22,German Flash Services PMI
medium,53.0,EUR,Fri,4:00am,2016-01-22,Flash Manufacturing PMI
medium,54.2,EUR,Fri,4:00am,2016-01-22,Flash Services PMI
high,-0.1%,GBP,Fri,4:30am,2016-01-22,Retail Sales m/m
medium,10.1B,GBP,Fri,4:30am,2016-01-22,Public Sector Net Borrowing
medium,,GBP,Fri,7:00am,2016-01-22,MPC Member Cunliffe Speaks
high,-0.3%,CAD,Fri,8:30am,2016-01-22,Core CPI m/m
high,0.4%,CAD,Fri,8:30am,2016-01-22,Core Retail Sales m/m
medium,-0.4%,CAD,Fri,8:30am,2016-01-22,CPI m/m
medium,0.3%,CAD,Fri,8:30am,2016-01-22,Retail Sales m/m
low,51.5,USD,Fri,9:45am,2016-01-22,Flash Manufacturing PMI
medium,,ALL,Fri,Day 3,2016-01-22,WEF Annual Meetings
medium,,ALL,Sat,Day 4,2016-01-23,WEF Annual Meetings
low,0.08T,JPY,Sun,6:50pm,2016-01-24,Trade Balance
medium,,AUD,Sun,7:30pm,2016-01-24,NAB Business Confidence
high,,EUR,Mon,1:00pm,2016-01-25,ECB President Draghi Speaks
high,108.5,EUR,Mon,4:00am,2016-01-25,German Ifo Business Climate
low,0.2%,EUR,Mon,5:00am,2016-01-25,Italian Retail Sales m/m
low,,EUR,Mon,6:00am,2016-01-25,German Buba Monthly Report
low,-10,GBP,Mon,6:00am,2016-01-25,CBI Industrial Order Expectations
low,0.2%,JPY,Mon,6:50pm,2016-01-25,SPPI y/y
low,-1.9,EUR,Mon,9:00am,2016-01-25,Belgian NBB Business Climate
low,,NZD,Mon,9:00pm,2016-01-25,Credit Card Spending y/y
holiday,,AUD,Mon,All Day,2016-01-25,Bank Holiday
high,96.6,USD,Tue,10:00am,2016-01-26,CB Consumer Confidence
low,3,USD,Tue,10:00am,2016-01-26,Richmond Manufacturing Index
low,3.33B,CHF,Tue,2:00am,2016-01-26,Trade Balance
high,,GBP,Tue,5:00am,2016-01-26,BOE Gov Carney Speaks
low,,AUD,Tue,6:30pm,2016-01-26,MI Leading Index m/m
high,0.3%,AUD,Tue,7:30pm,2016-01-26,CPI q/q
medium,0.5%,AUD,Tue,7:30pm,2016-01-26,Trimmed Mean CPI q/q
low,0.4%,USD,Tue,9:00am,2016-01-26,HPI m/m
low,5.7%,USD,Tue,9:00am,2016-01-26,S&P/CS Composite-20 HPI y/y
low,53.9,USD,Tue,9:45am,2016-01-26,Flash Services PMI
medium,501K,USD,Wed,10:00am,2016-01-27,New Home Sales
high,3.8M,USD,Wed,10:30am,2016-01-27,Crude Oil Inventories
low,,CHF,Wed,2:00am,2016-01-27,UBS Consumption Indicator
low,9.3,EUR,Wed,2:00am,2016-01-27,GfK German Consumer Climate
low,0.6%,GBP,Wed,2:00am,2016-01-27,Nationwide HPI m/m
high,,USD,Wed,2:00pm,2016-01-27,FOMC Statement
high,<0.50%,USD,Wed,2:00pm,2016-01-27,Federal Funds Rate
medium,,GBP,Wed,2:30pm,2016-01-27,MPC Member Shafik Speaks
high,2.50%,NZD,Wed,3:00pm,2016-01-27,Official Cash Rate
high,,NZD,Wed,3:00pm,2016-01-27,RBNZ Rate Statement
low,45.5K,GBP,Wed,4:30am,2016-01-27,BBA Mortgage Approvals
high,-130M,NZD,Wed,4:45pm,2016-01-27,Trade Balance
low,,EUR,Wed,5:33am,2016-01-27,German 30-y Bond Auction
medium,0.1%,JPY,Wed,6:50pm,2016-01-27,Retail Sales y/y
medium,-0.8%,AUD,Wed,7:30pm,2016-01-27,Import Prices q/q
medium,1.0%,USD,Thu,10:00am,2016-01-28,Pending Home Sales m/m
low,-215B,USD,Thu,10:30am,2016-01-28,Natural Gas Storage
high,,JPY,Thu,10:38pm,2016-01-28,BOJ Policy Rate
high,,JPY,Thu,10:38pm,2016-01-28,Monetary Policy Statement
low,-1.0%,EUR,Thu,2:00am,2016-01-28,German Import Prices m/m
medium,21.1%,EUR,Thu,3:00am,2016-01-28,Spanish Unemployment Rate
high,0.5%,GBP,Thu,4:30am,2016-01-28,Prelim GDP q/q
low,0.6%,GBP,Thu,4:30am,2016-01-28,Index of Services 3m/3m
low,,NZD,Thu,4:45pm,2016-01-28,Building Consents m/m
low,,EUR,Thu,5:14am,2016-01-28,Italian 10-y Bond Auction
low,18,GBP,Thu,6:00am,2016-01-28,CBI Realized Sales
medium,-2.3%,JPY,Thu,6:30pm,2016-01-28,Household Spending y/y
medium,0.1%,JPY,Thu,6:30pm,2016-01-28,Tokyo Core CPI y/y
low,0.1%,JPY,Thu,6:30pm,2016-01-28,National Core CPI y/y
low,3.3%,JPY,Thu,6:30pm,2016-01-28,Unemployment Rate
low,-0.3%,JPY,Thu,6:50pm,2016-01-28,Prelim Industrial Production m/m
low,1,GBP,Thu,7:05pm,2016-01-28,GfK Consumer Confidence
medium,0.6%,AUD,Thu,7:30pm,2016-01-28,PPI q/q
low,0.6%,AUD,Thu,7:30pm,2016-01-28,Private Sector Credit m/m
high,-0.1%,USD,Thu,8:30am,2016-01-28,Core Durable Goods Orders m/m
high,281K,USD,Thu,8:30am,2016-01-28,Unemployment Claims
medium,-0.6%,USD,Thu,8:30am,2016-01-28,Durable Goods Orders m/m
medium,-0.8%,EUR,Thu,All Day,2016-01-28,German Prelim CPI m/m
medium,93.1,USD,Fri,10:00am,2016-01-29,Revised UoM Consumer Sentiment
low,,USD,Fri,10:00am,2016-01-29,Revised UoM Inflation Expectations
high,,JPY,Fri,12:00am,2016-01-29,BOJ Outlook Report
low,1.3%,JPY,Fri,12:00am,2016-01-29,BOJ Core CPI y/y
low,0.5%,JPY,Fri,12:00am,2016-01-29,Housing Starts y/y
low,0.2%,EUR,Fri,1:30am,2016-01-29,French Prelim GDP q/q
high,,JPY,Fri,1:30am,2016-01-29,BOJ Press Conference
medium,0.3%,EUR,Fri,2:00am,2016-01-29,German Retail Sales m/m
low,0.6%,EUR,Fri,2:45am,2016-01-29,French Consumer Spending m/m
low,-0.9%,EUR,Fri,2:45am,2016-01-29,French Prelim CPI m/m
medium,95.9,CHF,Fri,3:00am,2016-01-29,KOF Economic Barometer
medium,0.1%,EUR,Fri,3:00am,2016-01-29,Spanish Flash CPI y/y
medium,0.8%,EUR,Fri,3:00am,2016-01-29,Spanish Flash GDP q/q
medium,5.2%,EUR,Fri,4:00am,2016-01-29,M3 Money Supply y/y
low,1.5%,EUR,Fri,4:00am,2016-01-29,Private Loans y/y
high,0.4%,EUR,Fri,5:00am,2016-01-29,CPI Flash Estimate y/y
medium,0.9%,EUR,Fri,5:00am,2016-01-29,Core CPI Flash Estimate y/y
high,0.3%,CAD,Fri,8:30am,2016-01-29,GDP m/m
medium,-3.8%,CAD,Fri,8:30am,2016-01-29,RMPI m/m
low,-0.4%,CAD,Fri,8:30am,2016-01-29,IPPI m/m
high,0.8%,USD,Fri,8:30am,2016-01-29,Advance GDP q/q
medium,1.2%,USD,Fri,8:30am,2016-01-29,Advance GDP Price Index q/q
medium,0.6%,USD,Fri,8:30am,2016-01-29,Employment Cost Index q/q
medium,-60.0B,USD,Fri,8:30am,2016-01-29,Goods Trade Balance
medium,45.4,USD,Fri,9:45am,2016-01-29,Chicago PMI
,,,Sat,,2016-01-30,
low,,NZD,Sun,4:45pm,2016-01-31,Visitor Arrivals m/m
low,,AUD,Sun,5:30pm,2016-01-31,AIG Manufacturing Index
low,,AUD,Sun,6:30pm,2016-01-31,MI Inflation Gauge m/m
medium,,CNY,Sun,7:54pm,2016-01-31,Non-Manufacturing PMI
high,49.6,CNY,Sun,7:56pm,2016-01-31,Manufacturing PMI
high,48.1,CNY,Sun,8:45pm,2016-01-31,Caixin Manufacturing PMI
low,52.4,JPY,Sun,9:00pm,2016-01-31,Final Manufacturing PMI
high,48.6,USD,Mon,10:00am,2016-02-01,ISM Manufacturing PMI
low,0.6%,USD,Mon,10:00am,2016-02-01,Construction Spending m/m
low,34.7,USD,Mon,10:00am,2016-02-01,ISM Manufacturing Prices
high,2.00%,AUD,Mon,10:30pm,2016-02-01,Cash Rate
high,,AUD,Mon,10:30pm,2016-02-01,RBA Rate Statement
low,,JPY,Mon,10:45pm,2016-02-01,10-y Bond Auction
high,,EUR,Mon,11:00am,2016-02-01,ECB President Draghi Speaks
low,,AUD,Mon,12:30am,2016-02-01,Commodity Prices y/y
medium,,USD,Mon,1:00pm,2016-02-01,FOMC Member Fischer Speaks
low,,USD,Mon,2:00pm,2016-02-01,Loan Officer Survey
medium,52.5,EUR,Mon,3:15am,2016-02-01,Spanish Manufacturing PMI
low,51.0,CHF,Mon,3:30am,2016-02-01,Manufacturing PMI
low,54.9,EUR,Mon,3:45am,2016-02-01,Italian Manufacturing PMI
low,50.0,EUR,Mon,3:50am,2016-02-01,French Final Manufacturing PMI
low,52.1,EUR,Mon,3:55am,2016-02-01,German Final Manufacturing PMI
low,52.3,EUR,Mon,4:00am,2016-02-01,Final Manufacturing PMI
high,51.8,GBP,Mon,4:30am,2016-02-01,Manufacturing PMI
medium,4.9B,GBP,Mon,4:30am,2016-02-01,Net Lending to Individuals m/m
low,0.3%,GBP,Mon,4:30am,2016-02-01,M4 Money Supply m/m
low,70K,GBP,Mon,4:30am,2016-02-01,Mortgage Approvals
low,28.3%,JPY,Mon,6:50pm,2016-02-01,Monetary Base y/y
low,,NZD,Mon,7:00pm,2016-02-01,ANZ Commodity Prices m/m
medium,0.1%,USD,Mon,8:30am,2016-02-01,Core PCE Price Index m/m
medium,0.1%,USD,Mon,8:30am,2016-02-01,Personal Spending m/m
