impact,forecast,currency,weekday,time,date,event
low,0.2%,USD,Mon,8:30am,2016-02-01,Personal Income m/m
low,,CAD,Mon,9:30am,2016-02-01,RBC Manufacturing PMI
low,52.7,USD,Mon,9:45am,2016-02-01,Final Manufacturing PMI
low,47.8,USD,Tue,10:00am,2016-02-02,IBD/TIPP Economic Optimism
medium,,USD,Tue,1:00pm,2016-02-02,FOMC Member George Speaks
medium,71.2K,EUR,Tue,3:00am,2016-02-02,Spanish Unemployment Change
low,-1.3%,CHF,Tue,3:15am,2016-02-02,Retail Sales y/y
medium,-7K,EUR,Tue,3:55am,2016-02-02,German Unemployment Change
low,11.2%,EUR,Tue,4:00am,2016-02-02,Italian Monthly Unemployment Rate
high,57.6,GBP,Tue,4:30am,2016-02-02,Construction PMI
high,0.8%,NZD,Tue,4:45pm,2016-02-02,Employment Change q/q
high,6.1%,NZD,Tue,4:45pm,2016-02-02,Unemployment Rate
low,0.5%,NZD,Tue,4:45pm,2016-02-02,Labor Cost Index q/q
medium,10.5%,EUR,Tue,5:00am,2016-02-02,Unemployment Rate
low,-0.4%,EUR,Tue,5:00am,2016-02-02,PPI m/m
high,,CHF,Tue,5:30am,2016-02-02,SNB Chairman Jordan Speaks
low,,AUD,Tue,5:30pm,2016-02-02,AIG Services Index
medium,,JPY,Tue,6:50pm,2016-02-02,Monetary Policy Meeting Minutes
high,,NZD,Tue,7:00pm,2016-02-02,RBNZ Gov Wheeler Speaks
low,,GBP,Tue,7:01pm,2016-02-02,BRC Shop Price Index y/y
high,4.8%,AUD,Tue,7:30pm,2016-02-02,Building Approvals m/m
high,-2.45B,AUD,Tue,7:30pm,2016-02-02,Trade Balance
medium,50.5,CNY,Tue,8:45pm,2016-02-02,Caixin Services PMI
high,,NZD,Tue,8:53am,2016-02-02,GDT Price Index
high,,JPY,Tue,9:30pm,2016-02-02,BOJ Gov Kuroda Speaks
low,17.4M,USD,Tue,All Day,2016-02-02,Total Vehicle Sales
high,55.1,USD,Wed,10:00am,2016-02-03,ISM Non-Manufacturing PMI
high,3.7M,USD,Wed,10:30am,2016-02-03,Crude Oil Inventories
low,43.8,JPY,Wed,12:00am,2016-02-03,Consumer Confidence
low,54.6,EUR,Wed,3:15am,2016-02-03,Spanish Services PMI
low,54.2,EUR,Wed,3:45am,2016-02-03,Italian Services PMI
low,50.6,EUR,Wed,3:50am,2016-02-03,French Final Services PMI
low,55.4,EUR,Wed,3:55am,2016-02-03,German Final Services PMI
low,53.6,EUR,Wed,4:00am,2016-02-03,Final Services PMI
high,55.4,GBP,Wed,4:30am,2016-02-03,Services PMI
low,-0.1%,EUR,Wed,5:00am,2016-02-03,Italian Prelim CPI m/m
low,0.4%,EUR,Wed,5:00am,2016-02-03,Retail Sales m/m
medium,,NZD,Wed,5:30pm,2016-02-03,RBNZ Assist Gov McDermott Speaks
medium,,AUD,Wed,7:30pm,2016-02-03,NAB Quarterly Business Confidence
high,193K,USD,Wed,8:15am,2016-02-03,ADP Non-Farm Employment Change
low,53.7,USD,Wed,9:45am,2016-02-03,Final Services PMI
medium,-2.5%,USD,Thu,10:00am,2016-02-04,Factory Orders m/m
low,-170B,USD,Thu,10:30am,2016-02-04,Natural Gas Storage
low,-15,CHF,Thu,1:45am,2016-02-04,SECO Consumer Climate
medium,,USD,Thu,2:15am,2016-02-04,FOMC Member Rosengren Speaks
high,,EUR,Thu,3:00am,2016-02-04,ECB President Draghi Speaks
medium,0.2%,GBP,Thu,3:30am,2016-02-04,Halifax HPI m/m
low,,EUR,Thu,4:00am,2016-02-04,ECB Economic Bulletin
low,,EUR,Thu,4:10am,2016-02-04,Retail PMI
low,,EUR,Thu,4:45am,2016-02-04,Spanish 10-y Bond Auction
medium,,EUR,Thu,5:00am,2016-02-04,EU Economic Forecasts
medium,,USD,Thu,5:00pm,2016-02-04,FOMC Member Mester Speaks
low,,EUR,Thu,5:01am,2016-02-04,French 10-y Bond Auction
low,,AUD,Thu,5:30pm,2016-02-04,AIG Construction Index
high,,GBP,Thu,7:00am,2016-02-04,BOE Inflation Report
high,1-0-8,GBP,Thu,7:00am,2016-02-04,MPC Official Bank Rate Votes
high,,GBP,Thu,7:00am,2016-02-04,Monetary Policy Summary
high,0.50%,GBP,Thu,7:00am,2016-02-04,Official Bank Rate
medium,375B,GBP,Thu,7:00am,2016-02-04,Asset Purchase Facility
medium,,GBP,Thu,7:00am,2016-02-04,BOE Inflation Letter
medium,0-0-9,GBP,Thu,7:00am,2016-02-04,MPC Asset Purchase Facility Votes
high,,GBP,Thu,7:30am,2016-02-04,BOE Gov Carney Speaks
low,,USD,Thu,7:30am,2016-02-04,Challenger Job Cuts y/y
high,,AUD,Thu,7:30pm,2016-02-04,RBA Monetary Policy Statement
high,0.5%,AUD,Thu,7:30pm,2016-02-04,Retail Sales m/m
high,279K,USD,Thu,8:30am,2016-02-04,Unemployment Claims
medium,-1.5%,USD,Thu,8:30am,2016-02-04,Prelim Nonfarm Productivity q/q
medium,3.9%,USD,Thu,8:30am,2016-02-04,Prelim Unit Labor Costs q/q
medium,50.3,CAD,Fri,10:00am,2016-02-05,Ivey PMI
low,102.8%,JPY,Fri,12:00am,2016-02-05,Leading Indicators
low,185K,CAD,Fri,12:25pm,2016-02-05,Housing Starts
low,,USD,Fri,12:30pm,2016-02-05,President Obama Speaks
medium,-0.3%,EUR,Fri,2:00am,2016-02-05,German Factory Orders m/m
low,-4.5B,EUR,Fri,2:45am,2016-02-05,French Trade Balance
medium,,CHF,Fri,3:00am,2016-02-05,Foreign Currency Reserves
low,16.1B,USD,Fri,3:00pm,2016-02-05,Consumer Credit m/m
high,5.2K,CAD,Fri,8:30am,2016-02-05,Employment Change
high,-2.2B,CAD,Fri,8:30am,2016-02-05,Trade Balance
high,7.1%,CAD,Fri,8:30am,2016-02-05,Unemployment Rate
high,0.3%,USD,Fri,8:30am,2016-02-05,Average Hourly Earnings m/m
high,189K,USD,Fri,8:30am,2016-02-05,Non-Farm Employment Change
high,5.0%,USD,Fri,8:30am,2016-02-05,Unemployment Rate
medium,-42.9B,USD,Fri,8:30am,2016-02-05,Trade Balance
,,,Sat,,2016-02-06,
medium,1.59T,JPY,Sun,6:50pm,2016-02-07,Current Account
low,,JPY,Sun,6:50pm,2016-02-07,BOJ Summary of Opinions
low,,JPY,Sun,6:50pm,2016-02-07,Bank Lending y/y
low,0.7%,JPY,Sun,7:00pm,2016-02-07,Average Cash Earnings y/y
low,,AUD,Sun,7:30pm,2016-02-07,ANZ Job Advertisements m/m
holiday,,CNY,Sun,All Day,2016-02-07,Bank Holiday
holiday,,NZD,Sun,All Day,2016-02-07,Bank Holiday
low,,USD,Mon,10:00am,2016-02-08,Labor Market Conditions Index m/m
medium,,JPY,Mon,10:45pm,2016-02-08,30-y Bond Auction
low,48.5,JPY,Mon,12:00am,2016-02-08,Economy Watchers Sentiment
medium,,CAD,Mon,12:05pm,2016-02-08,Gov Council Member Lane Speaks
low,7.2,EUR,Mon,4:30am,2016-02-08,Sentix Investor Confidence
low,3.1%,JPY,Mon,6:50pm,2016-02-08,M2 Money Stock y/y
low,,GBP,Mon,7:01pm,2016-02-08,BRC Retail Sales Monitor y/y
medium,,AUD,Mon,7:30pm,2016-02-08,NAB Business Confidence
medium,5.6%,CAD,Mon,8:30am,2016-02-08,Building Permits m/m
holiday,,CNY,Mon,All Day,2016-02-08,Bank Holiday
medium,5.41M,USD,Tue,10:00am,2016-02-09,JOLTS Job Openings
low,-0.1%,USD,Tue,10:00am,2016-02-09,Final Wholesale Inventories m/m
low,,JPY,Tue,12:59am,2016-02-09,Prelim Machine Tool Orders y/y
low,3.5%,CHF,Tue,1:45am,2016-02-09,Unemployment Rate
low,0.2%,EUR,Tue,2:00am,2016-02-09,German Industrial Production m/m
low,19.4B,EUR,Tue,2:00am,2016-02-09,German Trade Balance
low,,EUR,Tue,2:45am,2016-02-09,French Gov Budget Balance
medium,-10.4B,GBP,Tue,4:30am,2016-02-09,Goods Trade Balance
medium,,GBP,Tue,4:30am,2016-02-09,MPC Member Cunliffe Speaks
low,94.6,USD,Tue,6:00am,2016-02-09,NFIB Small Business Index
medium,,AUD,Tue,6:18pm,2016-02-09,Westpac Consumer Sentiment
low,-2.8%,JPY,Tue,6:50pm,2016-02-09,PPI y/y
low,,AUD,Tue,7:00pm,2016-02-09,HIA New Home Sales m/m
holiday,,CNY,Tue,All Day,2016-02-09,Bank Holiday
low,,GBP,Wed,10:00am,2016-02-10,NIESR GDP Estimate
high,,USD,Wed,10:00am,2016-02-10,Fed Chair Yellen Testifies
high,3.1M,USD,Wed,10:30am,2016-02-10,Crude Oil Inventories
low,,USD,Wed,1:01pm,2016-02-10,10-y Bond Auction
low,10.3B,USD,Wed,2:00pm,2016-02-10,Federal Budget Balance
low,0.2%,EUR,Wed,2:45am,2016-02-10,French Industrial Production m/m
low,0.3%,EUR,Wed,4:00am,2016-02-10,Italian Industrial Production m/m
high,0.0%,GBP,Wed,4:30am,2016-02-10,Manufacturing Production m/m
low,-0.1%,GBP,Wed,4:30am,2016-02-10,Industrial Production m/m
low,,NZD,Wed,4:30pm,2016-02-10,Business NZ Manufacturing Index
low,,AUD,Wed,7:00pm,2016-02-10,MI Inflation Expectations
low,52%,GBP,Wed,7:01pm,2016-02-10,RICS House Price Balance
holiday,,CNY,Wed,All Day,2016-02-10,Bank Holiday
holiday,,JPY,Wed,All Day,2016-02-10,Bank Holiday
high,,USD,Thu,10:00am,2016-02-11,Fed Chair Yellen Testifies
low,,USD,Thu,10:00am,2016-02-11,Fed Monetary Policy Report
low,-82B,USD,Thu,10:30am,2016-02-11,Natural Gas Storage
low,,USD,Thu,1:01pm,2016-02-11,30-y Bond Auction
low,-0.3%,CHF,Thu,3:15am,2016-02-11,CPI m/m
low,,NZD,Thu,4:45pm,2016-02-11,FPI m/m
high,,AUD,Thu,5:30pm,2016-02-11,RBA Gov Stevens Speaks
low,,GBP,Thu,5:34am,2016-02-11,30-y Bond Auction
medium,2.9%,AUD,Thu,7:30pm,2016-02-11,Home Loans m/m
medium,0.3%,CAD,Thu,8:30am,2016-02-11,NHPI m/m
high,287K,USD,Thu,8:30am,2016-02-11,Unemployment Claims
holiday,,CNY,Thu,All Day,2016-02-11,Bank Holiday
medium,,EUR,Thu,All Day,2016-02-11,Eurogroup Meetings
high,92.6,USD,Fri,10:00am,2016-02-12,Prelim UoM Consumer Sentiment
medium,,USD,Fri,10:00am,2016-02-12,FOMC Member Dudley Speaks
low,0.1%,USD,Fri,10:00am,2016-02-12,Business Inventories m/m
low,,USD,Fri,10:00am,2016-02-12,Prelim UoM Inflation Expectations
high,0.3%,EUR,Fri,2:00am,2016-02-12,German Prelim GDP q/q
low,-0.8%,EUR,Fri,2:00am,2016-02-12,German Final CPI m/m
low,0.2%,EUR,Fri,2:00am,2016-02-12,German WPI m/m
low,0.1%,EUR,Fri,2:45am,2016-02-12,French Prelim Non-Farm Payrolls q/q
low,0.3%,EUR,Fri,4:00am,2016-02-12,Italian Prelim GDP q/q
low,2.1%,GBP,Fri,4:30am,2016-02-12,Construction Output m/m
medium,0.3%,EUR,Fri,5:00am,2016-02-12,Flash GDP q/q
low,0.3%,EUR,Fri,5:00am,2016-02-12,Industrial Production m/m
high,0.0%,USD,Fri,8:30am,2016-02-12,Core Retail Sales m/m
high,0.1%,USD,Fri,8:30am,2016-02-12,Retail Sales m/m
medium,-1.4%,USD,Fri,8:30am,2016-02-12,Import Prices m/m
medium,,EUR,Fri,All Day,2016-02-12,ECOFIN Meetings
,,,Sat,,2016-02-13,
low,-1.3%,JPY,Sun,11:30pm,2016-02-14,Revised Industrial Production m/m
low,0.1%,JPY,Sun,11:34pm,2016-02-14,Tertiary Industry Activity m/m
high,-0.3%,JPY,Sun,6:50pm,2016-02-14,Prelim GDP q/q
low,1.6%,JPY,Sun,6:50pm,2016-02-14,Prelim GDP Price Index y/y
low,,GBP,Sun,7:01pm,2016-02-14,Rightmove HPI m/m
low,,AUD,Sun,7:30pm,2016-02-14,New Motor Vehicle Sales m/m
high,389B,CNY,Sun,9:06pm,2016-02-14,Trade Balance
low,60.6B,CNY,Sun,9:30pm,2016-02-14,USD-Denominated Trade Balance
high,1.4%,NZD,Mon,4:45pm,2016-02-15,Retail Sales q/q
low,,CNY,Mon,4:47am,2016-02-15,Foreign Direct Investment ytd/y
medium,1.1%,NZD,Mon,4:47pm,2016-02-15,Core Retail Sales q/q
low,22.4B,EUR,Mon,5:00am,2016-02-15,Trade Balance
low,,EUR,Mon,6:00am,2016-02-15,German Buba Monthly Report
high,,AUD,Mon,7:30pm,2016-02-15,Monetary Policy Meeting Minutes
high,,EUR,Mon,9:00am,2016-02-15,ECB President Draghi Speaks
low,13.5%,CNY,Mon,9:00pm,2016-02-15,M2 Money Supply y/y
low,1900B,CNY,Mon,9:00pm,2016-02-15,New Loans
high,,NZD,Mon,9:00pm,2016-02-15,Inflation Expectations q/q
holiday,,USD,Mon,All Day,2016-02-15,Bank Holiday
low,60,USD,Tue,10:00am,2016-02-16,NAHB Housing Market Index
low,3.87B,EUR,Tue,4:00am,2016-02-16,Italian Trade Balance
low,30.2B,USD,Tue,4:00pm,2016-02-16,TIC Long-Term Purchases
high,0.3%,GBP,Tue,4:30am,2016-02-16,CPI y/y
medium,-1.2%,GBP,Tue,4:30am,2016-02-16,PPI Input m/m
medium,1.4%,GBP,Tue,4:30am,2016-02-16,RPI y/y
low,1.3%,GBP,Tue,4:30am,2016-02-16,Core CPI y/y
low,7.9%,GBP,Tue,4:30am,2016-02-16,ONS HPI y/y
low,-0.2%,GBP,Tue,4:30am,2016-02-16,PPI Output m/m
high,0.1,EUR,Tue,5:00am,2016-02-16,German ZEW Economic Sentiment
medium,10.3,EUR,Tue,5:00am,2016-02-16,ZEW Economic Sentiment
low,,AUD,Tue,6:30pm,2016-02-16,MI Leading Index m/m
low,4.6%,JPY,Tue,6:50pm,2016-02-16,Core Machinery Orders m/m
medium,,USD,Tue,7:30pm,2016-02-16,FOMC Member Rosengren Speaks
high,0.9%,CAD,Tue,8:30am,2016-02-16,Manufacturing Sales m/m
medium,-10.5,USD,Tue,8:30am,2016-02-16,Empire State Manufacturing Index
high,,NZD,Tue,9:12am,2016-02-16,GDT Price Index
high,,USD,Wed,2:00pm,2016-02-17,FOMC Meeting Minutes
high,1.9%,GBP,Wed,4:30am,2016-02-17,Average Earnings Index 3m/y
high,-2.9K,GBP,Wed,4:30am,2016-02-17,Claimant Count Change
medium,5.0%,GBP,Wed,4:30am,2016-02-17,Unemployment Rate
high,-1.0%,NZD,Wed,4:45pm,2016-02-17,PPI Input q/q
low,-0.6%,NZD,Wed,4:45pm,2016-02-17,PPI Output q/q
low,,CHF,Wed,5:00am,2016-02-17,Credit Suisse Economic Expectations
low,,EUR,Wed,5:33am,2016-02-17,German 10-y Bond Auction
low,0.06T,JPY,Wed,6:50pm,2016-02-17,Trade Balance
high,12.9K,AUD,Wed,7:30pm,2016-02-17,Employment Change
high,5.8%,AUD,Wed,7:30pm,2016-02-17,Unemployment Rate
medium,,USD,Wed,7:30pm,2016-02-17,FOMC Member Bullard Speaks
medium,,AUD,Wed,8:00pm,2016-02-17,RBA Assist Gov Edey Speaks
medium,-6.05B,CAD,Wed,8:30am,2016-02-17,Foreign Securities Purchases
high,1.21M,USD,Wed,8:30am,2016-02-17,Building Permits
high,-0.2%,USD,Wed,8:30am,2016-02-17,PPI m/m
medium,0.1%,USD,Wed,8:30am,2016-02-17,Core PPI m/m
medium,1.16M,USD,Wed,8:30am,2016-02-17,Housing Starts
medium,1.9%,CNY,Wed,8:30pm,2016-02-17,CPI y/y
medium,-5.5%,CNY,Wed,8:30pm,2016-02-17,PPI y/y
medium,76.7%,USD,Wed,9:15am,2016-02-17,Capacity Utilization Rate
medium,0.3%,USD,Wed,9:15am,2016-02-17,Industrial Production m/m
medium,,USD,Thu,10:00am,2016-02-18,Mortgage Delinquencies
low,-0.1%,USD,Thu,10:00am,2016-02-18,CB Leading Index m/m
low,-154B,USD,Thu,10:30am,2016-02-18,Natural Gas Storage
high,3.2M,USD,Thu,11:00am,2016-02-18,Crude Oil Inventories
low,-0.3%,JPY,Thu,11:30pm,2016-02-18,All Industries Activity m/m
low,2.67B,CHF,Thu,2:00am,2016-02-18,Trade Balance
low,-1.0%,EUR,Thu,2:45am,2016-02-18,French Final CPI m/m
medium,,GBP,Thu,3:55am,2016-02-18,MPC Member Cunliffe Speaks
low,22.3B,EUR,Thu,4:00am,2016-02-18,Current Account
medium,,EUR,Thu,7:30am,2016-02-18,ECB Monetary Policy Meeting Accounts
medium,0.1%,CAD,Thu,8:30am,2016-02-18,Wholesale Sales m/m
high,-2.9,USD,Thu,8:30am,2016-02-18,Philly Fed Manufacturing Index
high,275K,USD,Thu,8:30am,2016-02-18,Unemployment Claims
low,-7,EUR,Fri,10:00am,2016-02-19,Consumer Confidence
low,-0.3%,EUR,Fri,2:00am,2016-02-19,German PPI m/m
high,0.8%,GBP,Fri,4:30am,2016-02-19,Retail Sales m/m
medium,-13.8B,GBP,Fri,4:30am,2016-02-19,Public Sector Net Borrowing
high,0.9%,NZD,Sun,4:45pm,2016-02-19,PPI Input q/q
low,0.6%,NZD,Sun,4:45pm,2016-02-19,PPI Output q/q
low,0.28T,JPY,Sun,6:50pm,2016-02-19,Trade Balance
low,,GBP,Sun,7:01pm,2016-02-19,Rightmove HPI m/m
high,0.2%,CAD,Fri,8:30am,2016-02-19,Core CPI m/m
high,-0.5%,CAD,Fri,8:30am,2016-02-19,Core Retail Sales m/m
medium,0.0%,CAD,Fri,8:30am,2016-02-19,CPI m/m
medium,-0.7%,CAD,Fri,8:30am,2016-02-19,Retail Sales m/m
high,-0.1%,USD,Fri,8:30am,2016-02-19,CPI m/m
high,0.2%,USD,Fri,8:30am,2016-02-19,Core CPI m/m
medium,,USD,Fri,8:30am,2016-02-19,FOMC Member Mester Speaks
low,,GBP,Fri,9:30am,2016-02-19,CB Leading Index m/m
high,,AUD,Mon,10:00am,2016-02-20,Monetary Policy Meeting Minutes
low,-5,EUR,Mon,10:00am,2016-02-20,Consumer Confidence
low,52.1,JPY,Mon,10:00am,2016-02-20,Flash Manufacturing PMI
low,-0.2%,JPY,Mon,11:30pm,2016-02-20,All Industries Activity m/m
low,0.3%,EUR,Mon,2:00am,2016-02-20,German PPI m/m
low,,EUR,Mon,6:00am,2016-02-20,German Buba Monthly Report
low,5,GBP,Mon,6:00am,2016-02-20,CBI Industrial Order Expectations
medium,0.4%,CAD,Mon,8:30am,2016-02-20,Wholesale Sales m/m
medium,,EUR,Mon,All Day,2016-02-20,Eurogroup Meetings
holiday,,USD,Mon,All Day,2016-02-20,Bank Holiday
,,,Sat,,2016-02-20,
low,,AUD,Tue,10:30am,2016-02-21,CB Leading Index m/m
medium,,USD,Tue,12:00pm,2016-02-21,FOMC Member Harker Speaks
low,3.03B,CHF,Tue,2:00am,2016-02-21,Trade Balance
low,-0.2%,EUR,Tue,2:45am,2016-02-21,French Final CPI m/m
medium,53.5,EUR,Tue,3:00am,2016-02-21,French Flash Manufacturing PMI
medium,53.8,EUR,Tue,3:00am,2016-02-21,French Flash Services PMI
medium,56.2,EUR,Tue,3:30am,2016-02-21,German Flash Manufacturing PMI
medium,53.6,EUR,Tue,3:30am,2016-02-21,German Flash Services PMI
medium,55.0,EUR,Tue,4:00am,2016-02-21,Flash Manufacturing PMI
medium,53.7,EUR,Tue,4:00am,2016-02-21,Flash Services PMI
medium,-14.4B,GBP,Tue,4:30am,2016-02-21,Public Sector Net Borrowing
high,,AUD,Tue,4:30pm,2016-02-21,RBA Gov Lowe Speaks
high,,GBP,Tue,5:00am,2016-02-21,Inflation Report Hearings
medium,,AUD,Sun,5:10pm,2016-02-21,RBA Assist Gov Debelle Speaks
low,,AUD,Tue,6:30pm,2016-02-21,MI Leading Index m/m
medium,0.5%,AUD,Tue,7:30pm,2016-02-21,Construction Work Done q/q
medium,0.5%,AUD,Tue,7:30pm,2016-02-21,Wage Price Index q/q
medium,,USD,Tue,8:50am,2016-02-21,FOMC Member Kashkari Speaks
low,52.0,JPY,Sun,9:00pm,2016-02-21,Flash Manufacturing PMI
low,,NZD,Tue,9:00pm,2016-02-21,Credit Card Spending y/y
low,,NZD,Sun,9:00pm,2016-02-21,Credit Card Spending y/y
low,54.7,USD,Tue,9:45am,2016-02-21,Flash Manufacturing PMI
low,55.8,USD,Tue,9:45am,2016-02-21,Flash Services PMI
high,,NZD,Tue,Tentative,2016-02-21,GDT Price Index
medium,5.55M,USD,Wed,10:00am,2016-02-22,Existing Home Sales
low,,AUD,Mon,10:30am,2016-02-22,CB Leading Index m/m
medium,,USD,Wed,1:00pm,2016-02-22,FOMC Member Powell Speaks
high,,USD,Wed,2:00pm,2016-02-22,FOMC Meeting Minutes
medium,49.9,EUR,Mon,3:00am,2016-02-22,French Flash Manufacturing PMI
medium,50.4,EUR,Mon,3:00am,2016-02-22,French Flash Services PMI
medium,,GBP,Wed,3:00pm,2016-02-22,MPC Member Shafik Speaks
medium,-0.2%,CHF,Mon,3:15am,2016-02-22,PPI m/m
medium,52.1,EUR,Mon,3:30am,2016-02-22,German Flash Manufacturing PMI
medium,54.8,EUR,Mon,3:30am,2016-02-22,German Flash Services PMI
low,,CHF,Wed,4:00am,2016-02-22,Credit Suisse Economic Expectations
medium,109.6,EUR,Wed,4:00am,2016-02-22,German Ifo Business Climate
medium,52.1,EUR,Mon,4:00am,2016-02-22,Flash Manufacturing PMI
medium,53.4,EUR,Mon,4:00am,2016-02-22,Flash Services PMI
high,0.6%,GBP,Wed,4:30am,2016-02-22,Second Estimate GDP q/q
medium,0.0%,GBP,Wed,4:30am,2016-02-22,Prelim Business Investment q/q
low,0.8%,GBP,Wed,4:30am,2016-02-22,Index of Services 3m/3m
low,1.8%,EUR,Wed,5:00am,2016-02-22,Final CPI y/y
low,0.9%,EUR,Wed,5:00am,2016-02-22,Final Core CPI y/y
medium,,EUR,Wed,5:30am,2016-02-22,Long Term Refinancing Operation
medium,,GBP,Wed,6:00am,2016-02-22,MPC Member Cunliffe Speaks
low,-11,GBP,Mon,6:00am,2016-02-22,CBI Industrial Order Expectations
low,0.4%,JPY,Wed,6:50pm,2016-02-22,SPPI y/y
high,-0.4%,AUD,Wed,7:30pm,2016-02-22,Private Capital Expenditure q/q
high,0.8%,CAD,Wed,8:30am,2016-02-22,Core Retail Sales m/m
medium,0.1%,CAD,Wed,8:30am,2016-02-22,Retail Sales m/m
low,,CNY,Wed,9:00am,2016-02-22,CB Leading Index m/m
low,1.1,EUR,Wed,9:00am,2016-02-22,Belgian NBB Business Climate
low,52.3,USD,Mon,9:45am,2016-02-22,Flash Manufacturing PMI
low,,EUR,Wed,Tentative,2016-02-22,German 30-y Bond Auction
high,97.4,USD,Tue,10:00am,2016-02-23,CB Consumer Confidence
medium,5.37M,USD,Tue,10:00am,2016-02-23,Existing Home Sales
low,2,USD,Tue,10:00am,2016-02-23,Richmond Manufacturing Index
low,,USD,Thu,10:30am,2016-02-23,Natural Gas Storage
high,,USD,Thu,11:00am,2016-02-23,Crude Oil Inventories
medium,,GBP,Tue,12:00pm,2016-02-23,MPC Member Haldane Speaks
medium,,USD,Thu,1:00pm,2016-02-23,FOMC Member Kaplan Speaks
low,0.4%,EUR,Thu,2:00am,2016-02-23,German Final GDP q/q
low,10.3,EUR,Thu,2:00am,2016-02-23,GfK German Consumer Climate
low,0.3%,EUR,Tue,2:00am,2016-02-23,German Final GDP q/q
low,0.2%,EUR,Thu,4:00am,2016-02-23,Italian Retail Sales m/m
high,107.0,EUR,Tue,4:00am,2016-02-23,German Ifo Business Climate
high,,GBP,Tue,5:00am,2016-02-23,Inflation Report Hearings
high,,AUD,Thu,5:30pm,2016-02-23,RBA Gov Lowe Speaks
low,5,GBP,Thu,6:00am,2016-02-23,CBI Realized Sales
high,,CHF,Tue,6:15am,2016-02-23,SNB Chairman Jordan Speaks
low,0.3%,JPY,Tue,6:50pm,2016-02-23,SPPI y/y
medium,-2.1%,AUD,Tue,7:30pm,2016-02-23,Construction Work Done q/q
medium,0.6%,AUD,Tue,7:30pm,2016-02-23,Wage Price Index q/q
low,,CAD,Thu,8:30am,2016-02-23,Corporate Profits q/q
high,242K,USD,Thu,8:30am,2016-02-23,Unemployment Claims
medium,,USD,Tue,8:30pm,2016-02-23,FOMC Member Fischer Speaks
low,-3.5,EUR,Tue,9:00am,2016-02-23,Belgian NBB Business Climate
low,0.4%,USD,Thu,9:00am,2016-02-23,HPI m/m
low,5.8%,USD,Tue,9:00am,2016-02-23,S&P/CS Composite-20 HPI y/y
low,,GBP,Thu,Tentative,2016-02-23,10-y Bond Auction
medium,575K,USD,Fri,10:00am,2016-02-24,New Home Sales
medium,96.1,USD,Fri,10:00am,2016-02-24,Revised UoM Consumer Sentiment
low,,USD,Fri,10:00am,2016-02-24,Revised UoM Inflation Expectations
medium,522K,USD,Wed,10:00am,2016-02-24,New Home Sales
high,2.0M,USD,Wed,10:30am,2016-02-24,Crude Oil Inventories
medium,,CAD,Wed,12:50pm,2016-02-24,Gov Council Member Schembri Speaks
medium,,GBP,Wed,1:10pm,2016-02-24,MPC Member Cunliffe Speaks
low,,CHF,Wed,2:00am,2016-02-24,UBS Consumption Indicator
low,41.9K,GBP,Fri,4:30am,2016-02-24,BBA Mortgage Approvals
low,45.2K,GBP,Wed,4:30am,2016-02-24,BBA Mortgage Approvals
low,,NZD,Wed,4:45pm,2016-02-24,Visitor Arrivals m/m
low,,EUR,Wed,5:33am,2016-02-24,German 30-y Bond Auction
low,16,GBP,Wed,6:00am,2016-02-24,CBI Realized Sales
medium,,USD,Wed,7:00pm,2016-02-24,FOMC Member Bullard Speaks
high,-3.1%,AUD,Wed,7:30pm,2016-02-24,Private Capital Expenditure q/q
high,0.3%,CAD,Fri,8:30am,2016-02-24,CPI m/m
medium,,CAD,Fri,8:30am,2016-02-24,Trimmed Core CPI y/y
low,-0.1%,CAD,Fri,8:30am,2016-02-24,Core CPI m/m
low,53.4,USD,Wed,9:45am,2016-02-24,Flash Services PMI
high,,GBP,Thu,10:15pm,2016-02-25,BOE Gov Carney Speaks
low,-125B,USD,Thu,10:30am,2016-02-25,Natural Gas Storage
low,9.2,EUR,Thu,2:00am,2016-02-25,GfK German Consumer Climate
medium,4.7%,EUR,Thu,4:00am,2016-02-25,M3 Money Supply y/y
low,1.5%,EUR,Thu,4:00am,2016-02-25,Private Loans y/y
high,0.5%,GBP,Thu,4:30am,2016-02-25,Second Estimate GDP q/q
medium,0.6%,GBP,Thu,4:30am,2016-02-25,Prelim Business Investment q/q
low,0.7%,GBP,Thu,4:30am,2016-02-25,Index of Services 3m/3m
medium,-250M,NZD,Thu,4:45pm,2016-02-25,Trade Balance
medium,0.4%,EUR,Thu,5:00am,2016-02-25,Final CPI y/y
low,1.0%,EUR,Thu,5:00am,2016-02-25,Final Core CPI y/y
low,0.5%,EUR,Thu,5:00am,2016-02-25,Italian Retail Sales m/m
medium,0.0%,JPY,Thu,6:30pm,2016-02-25,Tokyo Core CPI y/y
low,-0.2%,JPY,Thu,6:30pm,2016-02-25,National Core CPI y/y
low,3,GBP,Thu,7:05pm,2016-02-25,GfK Consumer Confidence
low,,CAD,Thu,8:30am,2016-02-25,Corporate Profits q/q
high,0.2%,USD,Thu,8:30am,2016-02-25,Core Durable Goods Orders m/m
high,271K,USD,Thu,8:30am,2016-02-25,Unemployment Claims
medium,3.0%,USD,Thu,8:30am,2016-02-25,Durable Goods Orders m/m
low,0.5%,USD,Thu,9:02am,2016-02-25,HPI m/m
,,,Sat,,2016-02-25,
medium,0.1%,USD,Fri,10:00am,2016-02-26,Core PCE Price Index m/m
